Date,Predicted,HumidityMin,HumidityMax
29/05/2024,70.30589,25.777319,35.158726
30/05/2024,71.084206,25.926958,34.96616
31/05/2024,71.03804,25.528763,35.118145
01/06/2024,77.367134,25.518787,34.961494
02/06/2024,66.43001,27.163185,34.75285
03/06/2024,71.75349,26.237616,34.998703
04/06/2024,72.198,26.444853,35.37297
