name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hồ Chí Minh, Việt Nam",2022-01-01T13:00:00,32.8,33.3,17.1,39.31,0,0,,0,0,15.8,5.6,50,1012,32,10.9,812.7,2.9,8,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-01T14:00:00,32,32,16,38.21,0,0,,0,0,17.6,3.6,36.3,1011,50,10,737.2,2.7,7,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-01T15:00:00,33,33.5,17,38.49,0,0,,0,0,18.7,7.6,70,1010,50,10,438.9,1.6,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-01T16:00:00,32.7,33.3,17.3,39.87,0,0,,0,0,14.8,12.8,80,1010.1,52.8,10.9,346.4,1.2,3,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-01T17:00:00,30,31.9,20,55.08,0,0,,0,0,11.2,14.8,160,1011,50,10,137.5,0.5,1,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-01T18:00:00,29,30.8,20,58.34,0,0,,0,0,10.1,9.4,180,1012,50,10,20,0.1,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-01T19:00:00,27.9,30.1,21.1,66.33,0,0,,0,0,16.2,7.9,167,1012.1,52.8,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-01T20:00:00,28,30.1,21,65.77,0,0,,0,0,16.6,9.4,120,1013,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-01T21:00:00,27,28.8,21,69.73,0,0,,0,0,13.7,5.4,149.9,1014,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-01T22:00:00,26.9,29.1,22,74.34,0,0,,0,0,9.4,3.9,90,1014,32,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-01T23:00:00,27,28.8,21,69.73,0,0,,0,0,5.4,7.6,110,1014,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T00:00:00,27,28.8,21,69.73,0,0,,0,0,5,7.6,100,1014,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T01:00:00,25.9,25.9,21.1,75.07,0,0,,0,0,6.1,5.4,90,1013.9,49.1,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T02:00:00,25,25,21,78.5,0,0,,0,0,6.5,3.6,80,1013,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T03:00:00,24,24,20,78.35,0,0,,0,0,7.2,5.4,80,1012,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T04:00:00,24,24,20.1,78.9,0,0,,0,0,8.6,3.9,63,1012.1,48.1,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T05:00:00,23,23,21,88.52,0,0,,0,0,9.7,7.6,40,1012,50,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T06:00:00,23,23,20,83.22,0,0,,0,0,10.8,7.6,50,1013,27,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T07:00:00,24,24,20.1,78.85,0,0,,,0,13.7,7.5,50,1013.9,32,10.9,38.2,0.1,0,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T08:00:00,25,25,19,69.35,0,0,,,0,19.4,5.4,21.2,1014,50,10,225.9,0.8,2,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T09:00:00,27,28.2,19,61.61,0,0,,,0,21.6,3.6,20.7,1014,50,10,441.2,1.6,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T10:00:00,29,30.4,19.2,55.41,0,0,,,0,21.6,5.2,140,1014,52.8,10.9,636.3,2.3,6,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T11:00:00,30,30.8,18,48.61,0,0,,,0,20.5,5.4,32.2,1013,50,10,773,2.8,8,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T12:00:00,31,32.4,19,48.88,0,0,,0,0,18,5.4,51.3,1012,27,10,822,3,8,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T13:00:00,31.9,32.9,18.2,44.18,0,0,,0,0,16.2,7.2,13,1011,53.7,10.9,839.4,3,8,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T14:00:00,32,32.9,18,43.37,0,0,,0,0,18.7,7.6,320,1010,50,10,756.9,2.7,8,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T15:00:00,32,32.9,18,43.37,0,0,,0,0,17.3,5.4,49.9,1010,50,10,499.9,1.8,5,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T16:00:00,32.6,32.5,15.6,35.87,0,0,,0,0,17.3,7.5,98,1010,53.7,10.9,396.6,1.4,4,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T17:00:00,30,33.3,22,62.28,0,0,,0,0,11.5,14.8,180,1010,50,10,134.7,0.5,1,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T18:00:00,29,31.3,21,62.06,0,0,,0,0,12.6,9.4,180,1011,50,10,17,0.1,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T19:00:00,28,30.1,21.1,66.52,0,0,,0,0,18.4,7.2,194,1012,53.7,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T20:00:00,28,30.6,22,69.92,0,0,,0,0,18.4,7.6,190,1012,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T21:00:00,28,30.6,22,69.92,0,0,,0,0,15.5,5.4,123.3,1013,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T22:00:00,27,29.6,23,78.95,0,0,,0,0,11.5,1.8,111,1013,53.7,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-02T23:00:00,27,30.1,24,83.68,0,0,,0,0,8.3,7.6,10,1013,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T00:00:00,27,28.8,21,69.73,0,0,,0,0,7.6,7.6,60,1013,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T01:00:00,26,26,19.3,66.67,0,0,,0,0,7.6,9.4,40,1013,53.7,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T02:00:00,26,26,20,69.54,0,0,,0,0,6.1,3.6,3.4,1012,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T03:00:00,25,25,20,73.8,0,0,,0,0,5.8,7.6,50,1011,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T04:00:00,25.1,25.1,20.2,74.54,0,0,,0,0,5,5.4,40,1011.1,52.8,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T05:00:00,25,25,20,73.8,0,0,,0,0,4,3.6,50,1011,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T06:00:00,25,25,21,78.5,0,0,,0,0,4.7,3.6,70,1012,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T07:00:00,24.1,24.1,22,88.2,0,0,,,0,5,1.8,14.2,1012.1,53.7,10.9,15.2,0.1,0,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T08:00:00,26,26,21,73.97,0,0,,,0,8.3,7.6,50,1013,50,10,121.7,0.4,1,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T09:00:00,28,29.6,20,61.84,0,0,,,0,9.7,3.6,82.5,1013,27,10,270,1,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T10:00:00,29,30,18.3,52.45,0,0,,,0,11.5,5.8,140,1013,32,10.9,472.6,1.7,5,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T11:00:00,30,30.8,18,48.61,0,0,,,0,12.6,7.6,119.6,1012,27,10,604.4,2.2,6,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T12:00:00,31,31.8,18,45.91,0,0,,0,0,13.7,5.4,130,1011,27,10,716.6,2.6,7,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T13:00:00,31.8,33.4,19.1,46.9,0,0,,0,0,13.7,5.8,50,1010,32.9,10.9,679.4,2.4,7,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T14:00:00,32,34.1,20,49.14,0,0,,0,0,23,1.8,98.7,1009,50,10,617.7,2.2,6,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T15:00:00,31,33,20,52.01,0,0,,0,0,21.2,13,300,1009,50,10,415.8,1.5,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T16:00:00,30,32,20.1,55.56,0,0,,0,0,19.8,9.2,261,1009,53.7,9.1,260,0.9,3,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T17:00:00,29,31.3,21,62.06,0.3,100,rain,0,0,16.2,11.2,260,1010,50,7,126.2,0.5,1,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T18:00:00,27,30.1,24,83.68,0.1,100,rain,0,0,13.3,9.4,230,1010,88.8,8,15.8,0.1,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T19:00:00,27,29.7,23,78.61,0,0,,0,0,10.8,8.8,194,1011,88,9.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T20:00:00,27,29.6,23,78.78,0,0,,0,0,10.8,3.6,131.8,1012,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T21:00:00,26,26,23,83.56,0,0,,0,0,9.7,7.6,40,1012,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T22:00:00,26,26,23,83.15,0,0,,0,0,7.9,11.2,10,1012.1,52.8,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-03T23:00:00,25,25,23,88.68,0,0,,0,0,6.8,3.6,7.8,1012,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T00:00:00,25,25,23,88.68,0,0,,0,0,6.1,1.8,290,1012,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T01:00:00,25.1,25.1,22.9,88.03,0,0,,0,0,6.1,3.6,40,1012,53.7,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T02:00:00,25,25,23,88.68,0,0,,0,0,5.8,3.6,60,1011,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T03:00:00,25,25,23,88.68,0,0,,0,0,4.3,3.6,80,1011,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T04:00:00,25,25,22.8,87.93,0,0,,0,0,2.9,5.4,70,1011.1,53.7,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T05:00:00,24,24,23,94.15,0,0,,0,0,2.5,1.8,20,1011,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T06:00:00,24,24,23,94.15,0,0,,0,0,2.2,5.4,320,1011,88.8,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T07:00:00,24.1,24.1,23,93.73,0,0,,,0,3.2,5.4,244.9,1012,52.8,8.2,29.5,0.1,0,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T08:00:00,26,26,22,78.64,0,0,,,0,7.9,3.6,195.9,1013,27,7,164.7,0.6,2,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T09:00:00,28,30.6,22,69.92,0,0,,,0,10.8,3.6,213.6,1013,27,8,379,1.4,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T10:00:00,28,31.3,23.1,74.93,0,0,,,0,13.7,0.7,50,1013.1,50.9,9.1,596.7,2.1,6,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T11:00:00,30,34.1,23,66.18,0,0,,,0,25.9,5.4,259.3,1013,50,7,746.5,2.7,7,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T12:00:00,32,34.9,21,52.26,0,0,,0,0,27,3.6,290.4,1012,50,7,804.3,2.9,8,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T13:00:00,31.9,35.7,22.1,56.11,0,0,,0,0,27,9.2,297,1011,52.8,9.1,778.2,2.8,8,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T14:00:00,30,32.5,21,58.58,0,0,,0,0,25.2,7.6,270,1010,88.8,8,724,2.6,7,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T15:00:00,31,33.7,21,55.32,0,0,,0,0,20.5,11.2,280,1010,50,7,576.7,2.1,6,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T16:00:00,29.9,32.6,21.3,60.16,0,0,,0,0,16.9,10.5,253,1010,53.7,9.3,252.5,0.9,3,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T17:00:00,29,32,22,65.97,0,0,,0,0,18.4,13,170,1010,50,10,146.6,0.5,1,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T18:00:00,28,30.6,22,69.92,0,0,,0,0,18.4,11.2,160,1011,27,10,19.7,0.1,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T19:00:00,27.9,30.5,22.1,70.86,4,100,rain,0,0,11.9,11.1,149,1011.1,32,10.9,0,0,0,,"Rain, Partially cloudy",rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T20:00:00,28,30.6,22,69.92,0,0,,0,0,9.4,13,140,1012,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T21:00:00,27,29.2,22,74.14,0,0,,0,0,10.4,7.6,130,1012,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T22:00:00,26,26,22.1,79.09,0,0,,0,0,10.1,7.2,95,1012,48.1,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-04T23:00:00,25,25,22,83.45,0,0,,0,0,8.3,3.6,80,1012,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T00:00:00,25,25,22,83.45,0,0,,0,0,7.9,3.6,80,1012,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T01:00:00,25.9,25.9,22.1,79.67,0,0,,0,0,8.3,7.6,140,1012,52.8,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T02:00:00,25,25,22,83.45,0,0,,0,0,6.8,7.6,130,1011,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T03:00:00,25,25,22,83.45,0,0,,0,0,4,5.4,130,1011,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T04:00:00,24.9,24.9,22.1,84.07,0,0,,0,0,4.7,3.6,340,1011,48.1,9.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T05:00:00,24,24,22,88.6,0,0,,0,0,5,5.4,80,1011,50,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T06:00:00,24,24,22,88.6,0,0,,0,0,5.8,5.4,80,1012,50,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T07:00:00,25,25,22.1,84.02,0,0,,,0,8.3,5.8,90,1012.1,48.1,10.9,31.9,0.1,0,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T08:00:00,27,29.2,22,74.14,0,0,,,0,13,3.6,34.3,1013,27,10,195.9,0.7,2,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T09:00:00,29,32,22,65.97,0,0,,,0,14.4,5.4,43.7,1013,27,10,363.8,1.3,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T10:00:00,28.9,31.9,22,66.44,0,0,,,0,21.2,7.5,10,1013,53.7,10.9,576.9,2.1,6,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T11:00:00,29,32,22,65.97,0.1,100,rain,,0,22.7,7.6,260,1013,88.8,8,712.5,2.6,7,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T12:00:00,31,33.7,21,55.32,0.1,100,rain,0,0,23.4,3.6,153.8,1012,88.8,8,736.1,2.6,7,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T13:00:00,31,33.8,21.1,55.7,0,0,,0,0,24.1,8.9,278,1011,88.9,10.9,628.1,2.3,6,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T14:00:00,31,33.7,21,55.32,0,0,,0,0,20.9,9.4,300,1010,88.8,10,618.2,2.2,6,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T15:00:00,32,35.8,22,55.56,0,0,,0,0,19.8,7.6,280,1010,88.8,10,442,1.6,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T16:00:00,30.8,34.4,22.1,59.69,0,0,,0,0,16.6,10.8,284,1010,53.7,10.9,287.1,1,3,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T17:00:00,30,32.5,21,58.58,1.3,100,rain,0,0,15.5,5.4,290,1010,50,10,118.8,0.4,1,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T18:00:00,29,32.7,23,70.11,0.5,100,rain,0,0,15.5,9.4,180,1011,50,10,12.4,0,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T19:00:00,27.8,31,23,74.91,0,0,,0,0,13,7.6,170,1011,48.1,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T20:00:00,27,29.2,22,74.14,0.2,100,rain,0,0,11.9,5.4,93.5,1012,50,10,0,0,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T21:00:00,27,29.6,23,78.78,0.1,100,rain,0,0,10.4,5.4,107.3,1012,50,10,0,0,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T22:00:00,26.9,29.4,23,79.21,0,0,,0,0,7.9,3.6,112.3,1012,48.1,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-05T23:00:00,27,28.8,21,69.73,0,0,,0,0,8.6,7.6,140,1011,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-06T00:00:00,27,29.2,22,74.14,0,0,,0,0,7.9,7.6,130,1012,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2022-01-06T01:00:00,25.9,25.9,21.2,75.16,0,0,,0,0,6.5,3.6,130,1011.1,50.9,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
