datetime,temp,feelslike,dew,humidity,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions
2021-01-01T00:00:00,24,24,16,60.93,16.6,12.2,30,1012,50,10,0,0,0,Partially cloudy
2021-01-01T01:00:00,23.6,23.6,16,62.12,14.8,8.9,36,1010.9,54.7,10.2,0,0,0,Partially cloudy
2021-01-01T02:00:00,23,23,16.1,64.99,12.2,9.8,18,1012.5,68.5,9.9,0,0,0,Partially cloudy
2021-01-01T03:00:00,23,23,16,64.72,13.7,7.6,10,1011,66.3,8.8,0,0,0,Partially cloudy
2021-01-01T04:00:00,23.4,23.4,16,63.15,14.8,8.2,8,1011.3,68.5,10.4,0,0,0,Partially cloudy
2021-01-01T05:00:00,24.3,24.3,16.1,60.39,15.1,9.8,36,1013.8,53.7,10.4,0,0,0,Partially cloudy
2021-01-01T06:00:00,25,25,16,57.27,15.1,10.1,34,1012,50,10,0,0,0,Partially cloudy
2021-01-01T07:00:00,23,23,16.1,64.99,14.8,10.8,18,1012.1,88.9,10.9,22.5,0.1,0,Partially cloudy
2021-01-01T08:00:00,23,23,16,64.72,18,7.6,10,1013,88.8,10,127.8,0.5,1,Partially cloudy
2021-01-01T09:00:00,24,24,16,60.93,22.7,7.6,10,1013,88.8,10,297.2,1.1,3,Partially cloudy
2021-01-01T10:00:00,25.9,25.9,16.1,54.86,23.8,10.8,32,1013.2,53.7,10.9,468.8,1.7,5,Partially cloudy
2021-01-01T11:00:00,28,28.3,16,48.09,23.8,11.2,40,1013,50,10,526.4,1.9,5,Partially cloudy
2021-01-01T12:00:00,28,28.3,16,48.09,22.7,11.2,30,1012,88.8,10,498.7,1.8,5,Partially cloudy
2021-01-01T13:00:00,29.7,30.2,17.1,46.78,20.5,13.2,32,1010.3,88.9,10.9,454.3,1.6,5,Partially cloudy
2021-01-01T14:00:00,29,29.1,16,45.37,21.6,18.4,40,1010,88.8,10,503.4,1.8,5,Partially cloudy
2021-01-01T15:00:00,29,29.1,16,45.37,20.9,11.2,60,1009,88.8,10,319.2,1.1,3,Partially cloudy
2021-01-01T16:00:00,27.9,28.5,17.1,51.57,16.6,14.7,50,1010.1,88.9,10.9,221.5,0.8,2,Partially cloudy
2021-01-01T17:00:00,27,27.5,16,50.98,11.2,14.8,10,1010,88.8,10,79.6,0.3,1,Partially cloudy
2021-01-01T18:00:00,27,27.5,16,50.98,8.3,13,10,1011,88.8,10,8.5,0,0,Partially cloudy
2021-01-01T19:00:00,26,26,16.2,55.05,10.8,10.4,34,1011.2,88.9,10.9,0,0,0,Partially cloudy
2021-01-01T20:00:00,26,26,16,54.08,18,13,10,1012,88.8,10,0,0,0,Partially cloudy
2021-01-01T21:00:00,25,25,16,57.39,20.9,14.8,30,1012,88.8,10,0,0,0,Partially cloudy
2021-01-01T22:00:00,24.1,24.1,16.1,61.13,21.6,12.4,16,1012.1,88.9,10.9,0,0,0,Partially cloudy
2021-01-01T23:00:00,24,24,16,60.93,20.2,11.2,10,1012,88.8,10,0,0,0,Partially cloudy
2021-01-02T00:00:00,23,23,16,64.72,17.3,11.2,10,1011,88.8,10,0,0,0,Partially cloudy
2021-01-02T01:00:00,23,23,16,64.65,15.1,10.4,16,1011.2,88,10.9,0,0,0,Partially cloudy
2021-01-02T02:00:00,23,23,16,64.72,15.1,11.2,10,1011,50,10,0,0,0,Partially cloudy
2021-01-02T03:00:00,22,22,16,68.77,15.8,9.4,20,1010,50,10,0,0,0,Partially cloudy
2021-01-02T04:00:00,22.1,22.1,16.1,68.78,15.1,6.9,9,1010.2,53.7,10.9,0,0,0,Partially cloudy
2021-01-02T05:00:00,22,22,17,73.29,11.9,7.6,360,1010,50,10,0,0,0,Partially cloudy
2021-01-02T06:00:00,22,22,17,73.29,11.2,5.4,350,1011,88.8,10,0,0,0,Partially cloudy
2021-01-02T07:00:00,22.1,22.1,17,73.04,13,3.6,320,1012.1,88.9,10.9,32.1,0.1,0,Partially cloudy
2021-01-02T08:00:00,22,22,17,73.29,16.2,11.2,320,1012,88.8,10,134,0.5,1,Partially cloudy
2021-01-02T09:00:00,24,24,17,64.93,19.8,7.6,330,1013,88.8,10,230,0.8,2,Partially cloudy
2021-01-02T10:00:00,26,26,17.1,57.97,20.9,10.8,360,1012.2,88,10.9,313.5,1.1,3,Partially cloudy
2021-01-02T11:00:00,28,28.6,17,51.24,22,9.4,20,1011,50,10,434.7,1.6,4,Partially cloudy
2021-01-02T12:00:00,29,29.8,18,51.5,22,9.4,350,1010,27,10,440.3,1.6,4,Partially cloudy
2021-01-02T13:00:00,29.1,29.6,17.2,48.86,24.1,10.4,270,1010.1,32,10.9,661.7,2.4,7,Partially cloudy
2021-01-02T14:00:00,30,30.4,17,45.64,25.2,13,350,1009,27,10,430.8,1.6,4,Partially cloudy
2021-01-02T15:00:00,31,31.8,18,45.91,23.8,14.8,340,1008,50,10,396.6,1.4,4,Partially cloudy
2021-01-02T16:00:00,30,30.9,18.1,48.94,20.9,17.3,5,1008.2,53.7,10.9,326.3,1.2,3,Partially cloudy
2021-01-02T17:00:00,28,28.6,17,51.24,17.6,13,20,1009,88.8,10,180.6,0.7,2,Partially cloudy
2021-01-02T18:00:00,28,28.9,18,54.58,10.8,11.2,40,1010,88.8,10,22.8,0.1,0,Partially cloudy
2021-01-02T19:00:00,28,28.9,18.2,55.45,12.2,7.2,45,1010.2,88,10.9,0,0,0,Partially cloudy
2021-01-02T20:00:00,28,29.2,19,58.11,15.5,7.6,10,1011,88.8,10,0,0,0,Partially cloudy
2021-01-02T21:00:00,27,27.9,18,57.87,16.2,9.4,30,1011,88.8,10,0,0,0,Partially cloudy
2021-01-02T22:00:00,26,26,18.4,62.96,15.5,10.1,18,1011.2,88,10.9,0,0,0,Partially cloudy
2021-01-02T23:00:00,25,25,17,61.16,12.6,11.2,20,1011,50,10,0,0,0,Partially cloudy
2021-01-03T00:00:00,25,25,18,65.14,10.8,11.2,30,1011,50,10,0,0,0,Partially cloudy
2021-01-03T01:00:00,24.1,24.1,17.4,66,12.2,6.9,18,1011.1,53.7,10.9,0,0,0,Partially cloudy
2021-01-03T02:00:00,24,24,18,69.16,9,7.6,10,1010,50,10,0,0,0,Partially cloudy
2021-01-03T03:00:00,23,23,18,73.46,7.9,5.4,360,1009,50,10,0,0,0,Partially cloudy
2021-01-03T04:00:00,23.1,23.1,18.1,73.52,8.3,4.9,18,1009.3,50.9,9.1,0,0,0,Partially cloudy
2021-01-03T05:00:00,23,23,18,73.46,9,5.4,344.7,1010,50,8,0,0,0,Partially cloudy
2021-01-03T06:00:00,22,22,19,83.11,9.4,3.6,356.8,1010,50,10,0,0,0,Partially cloudy
2021-01-03T07:00:00,23.1,23.1,19.1,78.22,11.2,5.2,360,1011.1,52.8,10.9,31.7,0.1,0,Partially cloudy
2021-01-03T08:00:00,25,25,20,73.8,13.3,3.6,12.8,1012,50,10,190.9,0.7,2,Partially cloudy
2021-01-03T09:00:00,26,26,19,65.35,14.4,5.4,11.2,1012,50,10,395.6,1.4,4,Partially cloudy
2021-01-03T10:00:00,27.9,29.6,20,62.32,14.8,7.5,8,1012.1,52.8,10.9,566.8,2,6,Partially cloudy
2021-01-03T11:00:00,29,30.8,20,58.34,15.1,5.4,307,1011,50,10,693.6,2.5,7,Partially cloudy
2021-01-03T12:00:00,30,31.9,20,55.08,15.1,3.6,352.7,1010,27,10,793.7,2.9,8,Partially cloudy
2021-01-03T13:00:00,30.9,32.5,19.3,49.82,14.8,3.9,360,1009.1,32,10.9,820.6,3,8,Partially cloudy
2021-01-03T14:00:00,32,33.5,19,46.18,18.4,5.4,59.4,1008,50,10,669.4,2.4,7,Partially cloudy
2021-01-03T15:00:00,32,34.1,20,49.14,18.7,5.4,53.5,1007,50,10,399.2,1.4,4,Partially cloudy
2021-01-03T16:00:00,31.8,34,20.2,50.46,15.1,4.3,180,1007.3,53.7,10.9,262.4,0.9,3,Partially cloudy
2021-01-03T17:00:00,30,32.5,21,58.58,11.5,11.2,200,1008,50,10,137.3,0.5,1,Partially cloudy
2021-01-03T18:00:00,28,31.2,23,74.3,14.4,11.2,190,1009,50,10,19.1,0.1,0,Partially cloudy
2021-01-03T19:00:00,27.9,31.1,23,74.71,14.8,10.5,198,1010.1,53.7,10.9,0,0,0,Partially cloudy
2021-01-03T20:00:00,28,31.2,23,74.3,12.2,9.4,230,1010,50,10,0,0,0,Partially cloudy
2021-01-03T21:00:00,27,29.6,23,78.78,9.7,7.6,260,1011,50,10,0,0,0,Partially cloudy
2021-01-03T22:00:00,26.9,29.5,23.1,79.53,7.2,9.2,252,1011.1,52.8,10.9,0,0,0,Partially cloudy
2021-01-03T23:00:00,26,26,23,83.56,5.8,7.6,240,1010,50,10,0,0,0,Partially cloudy
2021-01-04T00:00:00,26,26,23,83.56,6.8,7.6,230,1010,50,10,0,0,0,Partially cloudy
2021-01-04T01:00:00,25.9,25.9,23.1,84.08,10.1,4.3,240,1010,50.9,10.9,0,0,0,Partially cloudy
2021-01-04T02:00:00,25,25,23,88.68,8.3,5.4,352.1,1009,50,10,0,0,0,Partially cloudy
2021-01-04T03:00:00,25,25,24,94.19,8.3,5.4,310,1008,50,10,0,0,0,Partially cloudy
2021-01-04T04:00:00,24.9,24.9,23,89.18,9.7,6.9,16,1009.2,52.8,10.9,0,0,0,Partially cloudy
2021-01-04T05:00:00,24,24,22,88.6,10.4,5.4,50,1010,50,8,0,0,0,Partially cloudy
2021-01-04T06:00:00,24,24,22,88.6,10.4,1.8,1.9,1010,50,8,0,0,0,Partially cloudy
2021-01-04T07:00:00,24,24,21.2,84.25,10.4,7.5,9,1011.1,88,9.1,26.5,0.1,0,Partially cloudy
2021-01-04T08:00:00,26,26,20,69.54,13.3,11.2,20,1011,50,10,149,0.5,1,Partially cloudy
2021-01-04T09:00:00,28,29.6,20,61.84,15.8,5.4,40.5,1012,50,10,372.4,1.3,4,Partially cloudy
2021-01-04T10:00:00,28.9,30.3,19.1,55.5,15.8,4.9,40,1012.1,52.8,10.9,575.4,2.1,6,Partially cloudy
2021-01-04T11:00:00,30,31.3,19,51.76,15.1,3.6,11.7,1011,27,10,674.7,2.4,7,Partially cloudy
2021-01-04T12:00:00,33,34.6,19,43.64,14.4,5.4,334.5,1010,27,10,596.8,2.1,6,Partially cloudy
2021-01-04T13:00:00,32.8,33.9,18.3,42.17,22.3,7.5,68,1008.3,32,10.9,408.4,1.5,4,Partially cloudy
2021-01-04T14:00:00,32,33.5,19,46.18,26.3,9.4,60,1007,50,10,436.6,1.6,4,Partially cloudy
2021-01-04T15:00:00,32,33.5,19,46.18,26.6,11.2,60,1007,50,10,251.1,0.9,3,Partially cloudy
2021-01-04T16:00:00,31.9,34.2,20.2,49.87,13,10.4,74,1007.2,53.7,10.9,118.1,0.4,1,Partially cloudy
2021-01-04T17:00:00,31,33,20,52.01,15.8,13,100,1008,88.8,10,78.4,0.3,1,"Rain, Partially cloudy"
2021-01-04T18:00:00,30,31.9,20,55.08,12.2,9.4,90,1009,50,8,15.8,0.1,0,Partially cloudy
2021-01-04T19:00:00,27.9,32.5,24.9,83.45,7.9,7.5,113,1009.2,88.9,9.1,0,0,0,Partially cloudy
2021-01-04T20:00:00,27,29.6,23,78.78,7.9,16.6,40,1010,88.8,10,0,0,0,Partially cloudy
2021-01-04T21:00:00,27,29.6,23,78.78,8.3,9.4,60,1011,88.8,10,0,0,0,Partially cloudy
2021-01-04T22:00:00,26,26,23.2,84.75,7.9,8.5,18,1011.1,88.9,10,0,0,0,Partially cloudy
2021-01-04T23:00:00,25,25,23,88.68,6.1,1.8,267.8,1010,88.8,10,0,0,0,Partially cloudy
2021-01-05T00:00:00,26,26,22,78.64,3.6,9.4,10,1010,88.8,8,0,0,0,Partially cloudy
2021-01-05T01:00:00,25,25,22.2,84.41,4,6,24,1010.1,88.9,9.1,0,0,0,"Rain, Partially cloudy"
2021-01-05T02:00:00,25,25,22,83.45,4.3,3.6,285.4,1009,88.8,8,0,0,0,Partially cloudy
2021-01-05T03:00:00,25,25,22,83.45,4.7,7.6,10,1009,90,8,0,0,0,Partially cloudy
2021-01-05T04:00:00,24.9,24.9,21.1,79.31,6.8,6,8,1009.1,48.1,10,0,0,0,Partially cloudy
2021-01-05T05:00:00,24,24,21,83.34,6.1,5.4,281.4,1010,50,9,0,0,0,Partially cloudy
2021-01-05T06:00:00,24,24,21,83.34,3.2,5.4,30,1010,50,8,0,0,0,Partially cloudy
2021-01-05T07:00:00,24,24,22,89.05,6.5,3.3,360,1011.2,32,9.1,12.7,0,0,Partially cloudy
2021-01-05T08:00:00,26,26,22,78.64,10.4,7.6,60,1012,27,10,115.8,0.4,1,Partially cloudy
2021-01-05T09:00:00,28,30.6,22,69.92,11.5,7.6,20,1012,27,10,207.9,0.7,2,Partially cloudy
2021-01-05T10:00:00,29.8,33.1,22,62.95,15.1,3.9,140,1012.1,53.7,10.9,437.1,1.6,4,Partially cloudy
2021-01-05T11:00:00,31,33.7,21,55.32,27.4,3.6,65.5,1011,50,10,558.2,2,6,Partially cloudy
2021-01-05T12:00:00,31,33.7,21,55.32,49.3,5.4,62.9,1010,50,10,614.8,2.2,6,Partially cloudy
2021-01-05T13:00:00,31,33.8,21.1,55.79,46.8,2.2,270,1009.1,53.7,10.9,504.6,1.8,5,Partially cloudy
2021-01-05T14:00:00,32,34.1,20,49.14,36,5.4,67.8,1008,88.8,10,553.2,2,6,Partially cloudy
2021-01-05T15:00:00,31,32.4,19,48.88,31.7,7.6,60,1008,88.8,10,428.1,1.5,4,Partially cloudy
2021-01-05T16:00:00,29.9,34,23,66.75,27.7,11.1,136,1008.3,88.9,10.9,318.7,1.1,3,Partially cloudy
2021-01-05T17:00:00,28,31.9,24,78.92,25.6,11.2,190,1009,88.8,10,173.9,0.6,2,Partially cloudy
2021-01-05T18:00:00,28,31.9,24,78.92,9.7,5.4,152.4,1010,88.8,10,17.4,0.1,0,Partially cloudy
2021-01-05T19:00:00,28,31.9,24,79.32,7.9,2.9,360,1010.2,88.9,10.9,0,0,0,Partially cloudy
2021-01-05T20:00:00,27,30.6,25,88.84,9.4,1.8,60,1010,88.8,10,0,0,0,Partially cloudy
2021-01-05T21:00:00,27,30.6,25,88.84,7.2,9.4,340,1010,88.8,10,0,0,0,Partially cloudy
2021-01-05T22:00:00,27,28.9,21.3,71.35,4.7,8.5,27,1010.2,88,10.9,0,0,0,Partially cloudy
2021-01-05T23:00:00,26,26,21,73.97,4,9.4,50,1010,88.8,10,0,0,0,Partially cloudy
2021-01-06T00:00:00,26,26,21,73.97,3.6,7.6,50,1010,88.8,10,0,0,0,Partially cloudy
2021-01-06T01:00:00,25,25,21.1,79.04,4.3,6,48,1009.2,88,10.9,0,0,0,Partially cloudy
2021-01-06T02:00:00,25,25,21,78.5,4.7,9.4,50,1009,50,10,0,0,0,Partially cloudy
2021-01-06T03:00:00,25,25,21,78.5,5,11.2,70,1008,50,10,0,0,0,Partially cloudy
2021-01-06T04:00:00,24.9,24.9,20.1,74.57,4.7,7.5,40,1009.1,50.9,10.9,0,0,0,Partially cloudy
2021-01-06T05:00:00,25,25,20,73.8,6.1,9.4,50,1009,88.8,10,0,0,0,Partially cloudy
2021-01-06T06:00:00,24,24,20,78.35,6.8,5.4,60,1009,88.8,10,0,0,0,Partially cloudy
2021-01-06T07:00:00,25.9,25.9,21.1,74.85,7.6,7.5,58,1010.2,52.8,10.9,33.4,0.1,0,Partially cloudy
2021-01-06T08:00:00,27,28.8,21,69.73,9.7,7.6,90,1011,50,10,210.2,0.8,2,Partially cloudy
2021-01-06T09:00:00,28,30.1,21,65.77,10.8,11.2,100,1011,50,10,413.1,1.5,4,Partially cloudy
2021-01-06T10:00:00,28.9,31.3,21.1,63,12.2,9.2,95,1011.2,32.9,10.9,551.3,2,6,Partially cloudy
2021-01-06T11:00:00,30,32.5,21,58.58,13.7,7.6,60,1011,50,10,662.7,2.4,7,Partially cloudy
2021-01-06T12:00:00,30,32.5,21,58.58,14,1.8,41.1,1009,50,10,691.4,2.5,7,Partially cloudy
2021-01-06T13:00:00,31,32.6,19.3,49.77,16.9,5.6,140,1008.1,88.9,10.9,622.6,2.2,6,Partially cloudy
2021-01-06T14:00:00,32,34.9,21,52.26,28.4,5.4,43.2,1007,88.8,10,578,2.1,6,Partially cloudy
2021-01-06T15:00:00,32,33.5,19,46.18,27.7,5.4,79,1006,88.8,10,544.4,2,5,Partially cloudy
2021-01-06T16:00:00,30.9,33.1,20.3,53.32,25.2,5.6,180,1006.3,88.9,10.9,363.8,1.3,4,Partially cloudy
2021-01-06T17:00:00,31,33,20,52.01,13.7,3.6,165,1007,88.8,10,155,0.6,2,Partially cloudy
2021-01-06T18:00:00,29,33.6,24,74.46,14.4,9.4,190,1008,88.8,10,15.1,0.1,0,Partially cloudy
2021-01-06T19:00:00,28.9,33.3,24,74.86,15.5,7.6,180,1008.2,88,10.9,0,0,0,Partially cloudy
2021-01-06T20:00:00,28,31.9,24,78.92,13,5.4,147.9,1009,50,10,0,0,0,Partially cloudy
2021-01-06T21:00:00,28,31.9,24,78.92,12.2,11.2,120,1009,50,10,0,0,0,Partially cloudy
2021-01-06T22:00:00,26.9,30,23.9,83.67,11.9,7.6,70,1009.2,53.7,10.9,0,0,0,Partially cloudy
2021-01-06T23:00:00,27,29.2,22,74.14,10.4,3.6,80,1009,88.8,10,0,0,0,Partially cloudy
2021-01-07T00:00:00,26,26,22,78.64,8.3,5.4,10,1009,88.8,10,0,0,0,Partially cloudy
2021-01-07T01:00:00,26,26,22,78.95,6.1,5,68,1009.1,88.9,10.9,0,0,0,Partially cloudy
2021-01-07T02:00:00,26,26,22,78.64,5.8,5.4,30,1008,88.8,10,0,0,0,Partially cloudy
2021-01-07T03:00:00,25,25,23,88.68,5.4,7.6,80,1008,88.8,10,0,0,0,Partially cloudy
2021-01-07T04:00:00,25,25,22.9,88.33,6.5,5.4,100,1008.2,88,10.9,0,0,0,Partially cloudy
2021-01-07T05:00:00,24,24,22,88.6,7.6,5.4,80,1008,88.8,10,0,0,0,Partially cloudy
2021-01-07T06:00:00,24,24,23,94.15,7.9,5.4,50,1009,50,10,0,0,0,Partially cloudy
2021-01-07T07:00:00,24.9,24.9,22.9,88.32,9,7.6,50,1010,48.1,9.1,32.4,0.1,0,Partially cloudy
2021-01-07T08:00:00,27,29.2,22,74.14,12.6,5.4,51.8,1010,50,8,211.5,0.8,2,Partially cloudy
2021-01-07T09:00:00,29,32.7,23,70.11,14,5.4,61.2,1010,27,8,411.4,1.5,4,Partially cloudy
2021-01-07T10:00:00,30,32.5,21,58.74,15.1,5.4,48.2,1010.2,25.4,10.9,628.8,2.3,6,Partially cloudy
2021-01-07T11:00:00,32,33.5,19,46.18,15.8,5.4,60,1009,27,10,761.5,2.7,8,Partially cloudy
2021-01-07T12:00:00,34,34.5,17,36.39,17.3,5.4,42,1008,27,10,843.4,3,8,Partially cloudy
2021-01-07T13:00:00,33.8,34.5,17.2,37.29,18.4,10.8,53,1007.2,48.1,10.9,838,3,8,Partially cloudy
2021-01-07T14:00:00,34,34.1,16,34.15,17.6,7.6,50,1006,50,10,671.3,2.4,7,Partially cloudy
2021-01-07T15:00:00,33,33.5,17,38.49,16.2,5.4,69.5,1006,50,10,610.6,2.2,6,Partially cloudy
2021-01-07T16:00:00,30.9,34.4,22,59.25,14,16,169,1006.2,88,10.9,398.6,1.4,4,Partially cloudy
2021-01-07T17:00:00,29,32,22,65.97,14.8,13,190,1007,50,10,193.9,0.7,2,Partially cloudy
2021-01-07T18:00:00,28,30.6,22,69.92,22,13,200,1007,50,10,28.7,0.1,0,Partially cloudy
2021-01-07T19:00:00,27.9,30.1,21.1,66.48,23,7.6,190,1008.2,50.9,10.9,0,0,0,Partially cloudy
2021-01-07T20:00:00,27,29.2,22,74.14,20.9,7.6,180,1009,50,10,0,0,0,Partially cloudy
2021-01-07T21:00:00,27,29.6,23,78.78,14.8,7.6,200,1009,50,10,0,0,0,Partially cloudy
2021-01-07T22:00:00,26.9,29.5,23,79.22,9.7,3.6,140,1009.2,52.8,10.9,0,0,0,Partially cloudy
2021-01-07T23:00:00,26,26,24,88.76,6.5,3.6,7.4,1009,88.8,10,0,0,0,Partially cloudy
2021-01-08T00:00:00,26,26,24,88.76,7.2,0,0,1009,88.8,10,0,0,0,Partially cloudy
2021-01-08T01:00:00,25,25,23.9,93.4,7.6,7.6,320,1008.2,88,10.9,0,0,0,Partially cloudy
2021-01-08T02:00:00,25,25,24,94.19,7.2,3.6,300,1007,50,7,0,0,0,Partially cloudy
2021-01-08T03:00:00,25,25,24,94.19,6.8,5.4,320,1007,50,7,0,0,0,Partially cloudy
2021-01-08T04:00:00,25.1,25.1,23.9,93.24,7.6,9.4,360,1007.2,53.7,7.3,0,0,0,Partially cloudy
2021-01-08T05:00:00,25,25,23,88.68,8.3,5.4,347.1,1008,50,6,0,0,0,Partially cloudy
2021-01-08T06:00:00,24,24,22,88.6,8.6,1.8,360,1009,50,8,0,0,0,Partially cloudy
2021-01-08T07:00:00,24,24,22.1,89.01,10.4,1.8,12.7,1010.1,32,8.2,33.9,0.1,0,Partially cloudy
2021-01-08T08:00:00,26,26,22,78.64,14,5.4,36.1,1010,27,8,217.4,0.8,2,Partially cloudy
2021-01-08T09:00:00,29,32,22,65.97,14.4,0,0,1010,27,8,441.6,1.6,4,Partially cloudy
2021-01-08T10:00:00,29,32,22,66.16,14.8,3.6,124,1010.2,30.1,9.1,636.4,2.3,6,Partially cloudy
2021-01-08T11:00:00,31,34.5,22,58.81,14.8,5.4,143.4,1009,27,8,777.2,2.8,8,Partially cloudy
2021-01-08T12:00:00,33,36.1,21,49.4,13.7,7.6,160,1008,50,8,849.7,3.1,8,Partially cloudy
2021-01-08T13:00:00,32,34.3,20.1,49.6,14,3.9,140,1007.2,88,10.9,850.7,3.1,9,Partially cloudy
2021-01-08T14:00:00,32,33.5,19,46.18,13,7.6,40,1006,88.8,8,674.2,2.4,7,Partially cloudy
2021-01-08T15:00:00,33,34.6,19,43.64,14.8,1.8,92.8,1006,88.8,8,532,1.9,5,Partially cloudy
2021-01-08T16:00:00,29.9,34.8,23.9,70.2,13.3,14,176,1006.2,88.9,9.1,387.3,1.4,4,Partially cloudy
2021-01-08T17:00:00,29,32.7,23,70.11,14.8,13,170,1007,50,10,184.6,0.7,2,Partially cloudy
2021-01-08T18:00:00,28,31.2,23,74.3,16.9,13,180,1007,88.8,8,26.7,0.1,0,Partially cloudy
2021-01-08T19:00:00,27,29.6,23,78.6,16.6,7.6,200,1008.2,88,9.1,0,0,0,Partially cloudy
2021-01-08T20:00:00,27,29.2,22,74.14,12.2,3.6,290,1009,50,10,0,0,0,Partially cloudy
2021-01-08T21:00:00,27,29.6,23,78.78,9.7,3.6,62.6,1009,50,7,0,0,0,Partially cloudy
2021-01-08T22:00:00,26,26,22.9,83.19,10.1,7.6,300,1009.2,52.8,9.1,0,0,0,Partially cloudy
2021-01-08T23:00:00,26,26,21,73.97,9.4,9.4,10,1009,50,8,0,0,0,Partially cloudy
2021-01-09T00:00:00,26,26,19,65.35,9.4,11.2,40,1009,50,10,0,0,0,Partially cloudy
2021-01-09T01:00:00,25,25,19.4,70.87,9.4,9.4,40,1008.2,52.8,10.9,0,0,0,Partially cloudy
2021-01-09T02:00:00,25,25,18,65.14,11.2,7.6,50,1008,50,10,0,0,0,Partially cloudy
2021-01-09T03:00:00,25,25,18,65.14,9,5.4,5.3,1008,50,8,0,0,0,Partially cloudy
2021-01-09T04:00:00,24,24,18.2,70.07,9,5.4,60,1008.2,52.8,9.1,0,0,0,Partially cloudy
2021-01-09T05:00:00,24,24,18,69.16,9.7,5.4,30,1009,50,8,0,0,0,Partially cloudy
2021-01-09T06:00:00,23,23,18,73.46,10.4,9.4,20,1010,27,8,0,0,0,Partially cloudy
2021-01-09T07:00:00,23.9,23.9,18.3,70.75,13.3,5.4,20,1011,32,9.1,33.8,0.1,0,Partially cloudy
2021-01-09T08:00:00,25,25,18,65.14,18.4,5.4,4.7,1012,0,8,215.8,0.8,2,Clear
2021-01-09T09:00:00,26,26,19,65.35,20.9,3.6,25.6,1012,27,8,439.3,1.6,4,Partially cloudy
2021-01-09T10:00:00,28,29.3,19.1,58.51,20.9,9.2,27,1012.1,27.3,9.1,633.1,2.3,6,Partially cloudy
2021-01-09T11:00:00,29,29.8,18,51.5,19.8,5.4,20,1011,27,10,768.9,2.8,8,Partially cloudy
2021-01-09T12:00:00,30,30.8,18,48.61,18,7.6,360,1010,27,10,842.8,3,8,Partially cloudy
2021-01-09T13:00:00,31.8,32.4,17.3,41.95,16.9,9.4,67,1009.1,32,10.9,846.2,3,8,Partially cloudy
2021-01-09T14:00:00,31,31,16,40.45,13.3,5.4,320,1008,27,10,659.7,2.4,7,Partially cloudy
2021-01-09T15:00:00,32,32,16,38.21,13.3,5.4,36.7,1007,50,10,502,1.8,5,Partially cloudy
2021-01-09T16:00:00,31.9,32,16.4,39.52,12.6,5.6,180,1007.2,50,10.9,402.5,1.4,4,Partially cloudy
2021-01-09T17:00:00,31,31.4,17,43.1,11.2,1.8,160.6,1007,50,10,200.2,0.7,2,Partially cloudy
2021-01-09T18:00:00,28,30.1,21,65.77,15.1,14.8,180,1008,50,8,33.3,0.1,0,Partially cloudy
2021-01-09T19:00:00,27.9,29.9,20.9,65.93,17.3,7.5,132,1009.2,48.1,10.9,0,0,0,Partially cloudy
2021-01-09T20:00:00,27,28.5,20,65.56,15.5,7.6,130,1010,50,10,0,0,0,Partially cloudy
2021-01-09T21:00:00,26,26,21,73.97,10.4,5.4,103.6,1010,50,10,0,0,0,Partially cloudy
2021-01-09T22:00:00,25.9,25.9,21.1,74.6,8.3,5.4,60,1011.3,48.1,8.2,0,0,0,Partially cloudy
2021-01-09T23:00:00,25,25,17,61.16,7.9,11.2,10,1010,50,10,0,0,0,Partially cloudy
2021-01-10T00:00:00,24,24,17,64.93,9,9.4,20,1010,50,10,0,0,0,Partially cloudy
2021-01-10T01:00:00,24,24,17.3,66.09,9.4,7.6,60,1010.1,46.3,10.9,0,0,0,Partially cloudy
2021-01-10T02:00:00,23,23,18,73.46,9.4,7.6,50,1009,50,10,0,0,0,Partially cloudy
2021-01-10T03:00:00,23,23,18,73.46,8.6,3.6,60,1009,50,10,0,0,0,Partially cloudy
2021-01-10T04:00:00,23,23,18.2,74.41,8.3,5.4,20,1009.1,48.1,10.9,0,0,0,Partially cloudy
2021-01-10T05:00:00,22,22,18,78.06,7.9,7.6,10,1009,50,10,0,0,0,Partially cloudy
2021-01-10T06:00:00,22,22,18,78.06,8.3,3.6,321,1010,88.8,10,0,0,0,Partially cloudy
2021-01-10T07:00:00,22,22,18.2,78.99,10.1,3.6,40,1011.1,53.7,10.9,33.1,0.1,0,Partially cloudy
2021-01-10T08:00:00,24,24,19,73.63,14.8,3.6,328,1012,27,10,217.1,0.8,2,Partially cloudy
2021-01-10T09:00:00,26,26,19,65.35,15.5,3.6,335.1,1012,27,10,439.2,1.6,4,Partially cloudy
2021-01-10T10:00:00,26.9,28.2,19,61.96,14.8,3.6,50,1012.2,27.3,10.9,626.4,2.3,6,Partially cloudy
2021-01-10T11:00:00,28,29.2,19,58.11,14,5.4,320,1012,27,10,752.6,2.7,8,Partially cloudy
2021-01-10T12:00:00,29,30.3,19,54.83,13.7,9.4,350,1011,50,8,812.2,2.9,8,Partially cloudy
2021-01-10T13:00:00,29,30.3,19.1,55.15,13.7,10.5,338,1010.1,52.8,9.1,821.5,3,8,Partially cloudy
2021-01-10T14:00:00,30,31.3,19,51.76,15.1,11.2,320,1008,50,8,736.2,2.7,7,Partially cloudy
