datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,weather
11/6/2010,34.6,24,29.1,40.9,24,33.1,24.2,76.4,0.9,100,37.5,18.4,146.9,1008.8,57.2,8.9,146.2,12.5,5,0.96,"Rain, Partially cloudy",1
12/6/2010,32.2,26,28.4,39.1,26,32.6,25.1,83,3,100,95.83,15.5,170.9,1008.9,47.2,9,180.5,15.7,6,0,"Rain, Partially cloudy",1
13/6/2010,33,24.4,28.1,39.2,24.4,32,25,84.2,8.2,100,79.17,18.4,182.2,1009.2,57.1,9.2,120.3,10.3,4,0.03,"Rain, Partially cloudy",1
14/6/2010,33.1,23,28.7,39.2,23,32.1,24.7,80.9,6.8,100,66.67,20.5,174.8,1009.4,56.5,8.5,140.4,12,5,0.06,"Rain, Partially cloudy",1
15/6/2010,33,24,27.2,42.1,24,30.2,25,88.9,31,100,87.5,18.4,221.9,1008.9,64.2,9,170.9,14.5,6,0.1,"Rain, Partially cloudy",1
16/6/2010,34,25,29,40,25,32.4,24.5,78.7,4.4,100,95.83,25.9,209.6,1008.2,54.1,9.1,143,12.2,5,0.13,"Rain, Partially cloudy",1
17/6/2010,33,26,28.4,39.3,26,31.6,24.4,80.1,10.6,100,100,22.3,223.4,1008.1,54,9.9,172.3,14.8,5,0.17,"Rain, Partially cloudy",1
18/6/2010,31,24,27,37.7,24,29,24.5,87.2,10.3,100,79.17,22.3,237.9,1009,71.3,9.5,121.5,10.5,4,0.2,"Rain, Partially cloudy",1
19/6/2010,31.4,24,27,37.8,24,29,24.4,86.5,3.3,100,66.67,22.3,254.7,1008.8,78,9.7,147.8,12.8,5,0.25,"Rain, Partially cloudy",1
20/6/2010,34,23.2,27.9,39.4,23.2,30.4,24.2,82.7,5.8,100,83.33,19.2,3.5,1006.4,73.7,9.3,106.2,9.2,3,0.28,"Rain, Partially cloudy",1
21/6/2010,31.7,25,26.9,38.9,25,28.8,25.2,91,23.9,100,91.67,16.6,175.2,1006.2,69,9.6,128.4,11,4,0.31,"Rain, Partially cloudy",1
22/6/2010,31.1,26,27.6,38.9,26,30.8,24.9,85.6,3.8,100,95.83,16.6,157.1,1007.7,67.6,10.1,96.1,8.3,3,0.35,"Rain, Partially cloudy",1
23/6/2010,33,24,27.4,39.2,24,29.9,24.4,85,4.9,100,79.17,20.7,199.7,1009.1,63.2,10,112.6,9.9,4,0.38,"Rain, Partially cloudy",1
24/6/2010,33.1,23.4,28.2,40.6,23.4,32.1,24.4,81.1,1.8,100,54.17,16.6,245.3,1007.3,56.2,10,188.3,16.3,6,0.42,"Rain, Partially cloudy",1
25/6/2010,34,26,28.9,40.6,26,32.8,24.3,77.2,7.4,100,100,20.5,218.8,1006.1,62.1,10.3,119.8,10.3,4,0.45,"Rain, Partially cloudy",1
26/6/2010,32.1,24,27.3,40.8,24,30.1,25.1,88.1,7,100,79.17,25.5,219.7,1007.2,63.9,9.9,130.6,11.1,4,0.5,"Rain, Partially cloudy",1
27/6/2010,33.7,24,26.7,44.2,24,29.3,24.5,88.4,0,0,0,22.3,220.9,1007.5,74.1,9.2,148.2,12.8,5,0.52,Partially cloudy,2
28/6/2010,32.4,24,27.4,40.8,24,29.9,24.5,85.5,1,100,41.67,22.3,240.5,1006.5,62.9,9.9,133.8,11.7,4,0.56,"Rain, Partially cloudy",1
29/6/2010,33.1,25,27.3,40.2,25,30.1,24.9,87.3,2.1,100,66.67,27.7,230.4,1007,48.5,10,175,15.1,6,0.59,"Rain, Partially cloudy",1
30/6/2010,34.2,24,28.5,39.6,24,31.8,24.6,81.8,4.9,100,20.83,35.3,213.5,1007.3,53.4,10,121.3,10.5,4,0.62,"Rain, Partially cloudy",1
1/7/2010,31,23,25.2,37.7,23,26.5,24.4,95.6,38.9,100,83.33,13,158.4,1007.9,74.8,8.2,139.6,12,5,0.65,"Rain, Partially cloudy",1
2/7/2010,32.1,24,27.2,40.6,24,29.6,24.3,85.8,0.9,100,37.5,20.5,163.4,1008.2,63.3,8.9,183.7,15.8,6,0.69,"Rain, Partially cloudy",1
3/7/2010,33,24,27.8,38.1,24,30.5,24.2,82.3,2.7,100,70.83,20.5,137.3,1009.1,61.4,9.9,244.8,21.1,8,0.72,"Rain, Partially cloudy",1
4/7/2010,33.2,24,27.5,39.2,24,29.9,24.5,85.3,3,100,75,22.3,139.5,1010.2,61.5,8.3,125.4,11,4,0.75,"Rain, Partially cloudy",1
5/7/2010,33,24,27.2,39.2,24,29.4,24,83.9,0.3,100,12.5,15.5,53.2,1009.8,60,9,133.1,11.4,4,0.78,"Rain, Partially cloudy",1
6/7/2010,32.1,24,28.2,38.2,24,31.6,24.2,80.4,1.8,100,20.83,18.4,146.9,1009.4,48.6,9.6,148.5,12.9,5,0.82,"Rain, Partially cloudy",1
7/7/2010,32,24,27,39.2,24,29.7,24.6,87.8,12.7,100,79.17,16.6,258.4,1009.5,61.2,7.5,211.7,18.1,7,0.85,"Rain, Partially cloudy",1
8/7/2010,34,23,27.5,39.3,23,30,23.3,79.8,0.5,100,20.83,19.2,219.9,1008.8,51,8.4,217.2,18.6,7,0.88,"Rain, Partially cloudy",1
9/7/2010,33,24,27.5,39.3,24,29.9,23.9,81.5,3.7,100,79.17,29.5,194.9,1008.4,59.7,10,136.6,11.8,5,0.91,"Rain, Partially cloudy",1
10/7/2010,32.6,24,28.1,37.9,24,31.7,24.6,82.3,2.8,100,75,14.8,143.7,1008.6,53,9.9,137,11.9,5,0.95,"Rain, Partially cloudy",1
11/7/2010,33,25.1,28.6,38.5,25.1,32.1,24.1,77.7,1.7,100,20.83,15.5,206.2,1009,50.2,10,156.2,13.5,5,0.98,"Rain, Partially cloudy",1
12/7/2010,33.1,24,27.3,39.4,24,29.7,24.5,85.6,20.2,100,79.17,19.2,219.2,1008.4,62.6,9.9,116.9,9.9,4,0,"Rain, Partially cloudy",1
13/7/2010,31,24,27,39.1,24,29.3,24.2,85.4,0.2,100,8.33,18.4,193.5,1007,75.4,12.1,138.9,12,5,0.05,"Rain, Partially cloudy",1
14/7/2010,33,24,27.5,39.2,24,29.8,24.2,83.6,3,100,79.17,16.6,216.4,1006.3,57.1,8.8,142.9,12.2,5,0.08,"Rain, Partially cloudy",1
15/7/2010,32.5,24,26.4,40,24,28.2,24.6,91.2,1.1,100,45.83,27.7,219.7,1006.1,68.4,8.6,134.3,11.7,5,0.12,"Rain, Partially cloudy",1
16/7/2010,31.4,24,26.1,39.1,24,27.8,24.3,90.2,3,100,50,22.3,212.9,1005.9,70.5,10.2,185.8,16,6,0.15,"Rain, Partially cloudy",1
17/7/2010,31.1,23,25.8,37.7,23,27.5,24.3,92.2,3.8,100,50,18.4,147.5,1008.2,69.7,8.8,177.3,15.4,6,0.19,"Rain, Partially cloudy",1
18/7/2010,32.1,23,26.2,39.3,23,28.2,24.4,90.5,16.6,100,79.17,17.4,223.6,1009.3,72.3,8.2,99.2,8.4,3,0.25,"Rain, Partially cloudy",1
19/7/2010,33,23,27.9,39.2,23,31.1,23.8,79.8,0.5,100,20.83,15.2,215.6,1008.5,48.9,9.7,194.6,16.9,6,0.26,"Rain, Partially cloudy",1
20/7/2010,32,23,27.8,39.4,23,31.3,24.8,85.1,7.3,100,100,20.5,207.6,1008.1,51,8.8,103.6,8.9,3,0.29,"Rain, Partially cloudy",1
21/7/2010,32,24,26.8,40.6,24,29.2,24.7,89.2,16.2,100,100,14.8,207.3,1007.5,76.6,11.1,146.7,12.7,5,0.33,"Rain, Partially cloudy",1
22/7/2010,32.1,24,27.3,39.5,24,30.1,24.8,87.1,4.1,100,100,25.9,226.8,1006.9,73.9,8.7,188.9,16.2,7,0.36,"Rain, Partially cloudy",1
23/7/2010,32,24,27.3,40.6,24,30.3,24.5,85.5,4.5,100,95.83,29.5,234.4,1006.8,66.8,10.2,157.3,13.5,5,0.4,"Rain, Partially cloudy",1
24/7/2010,31.1,23,25.5,37.9,23,26.8,23.8,90.5,13.4,100,100,37.1,244.3,1006.8,87.4,9.2,169.4,14.5,6,0.43,"Rain, Partially cloudy",1
25/7/2010,28,22.9,24.3,32,22.9,24.5,23.7,96.8,12.5,100,100,26.6,250.1,1006,95.3,9.7,121.4,10.6,4,0.47,"Rain, Overcast",3
26/7/2010,29,24,26.2,34.5,24,27.9,24.5,91.3,2.8,100,91.67,16.2,281.6,1004.9,77.4,9.6,127.6,11.1,5,0.5,"Rain, Partially cloudy",1
27/7/2010,32.1,24,27.2,40.2,24,29.8,24.8,88,7.2,100,83.33,17.3,184.9,1006.6,66.6,10,138.6,12.1,5,0.54,"Rain, Partially cloudy",1
28/7/2010,31.7,24,27.3,36.7,24,30.3,24.6,85.7,6.5,100,100,19.6,159.6,1008.4,80.7,10.3,128.6,11.3,4,0.57,"Rain, Partially cloudy",1
29/7/2010,31.3,24,27.4,37.4,24,29.9,24.5,85.2,10.8,100,79.17,14.8,235.4,1008.8,68.3,9.3,187,16.1,6,0.6,"Rain, Partially cloudy",1
30/7/2010,33.4,25,28.4,40.2,25,31.8,24.7,81.9,1,100,20.83,22.3,230,1008.9,68.4,10.3,112,9.6,4,0.64,"Rain, Partially cloudy",1
31/7/2010,32.4,24,26.9,38.6,24,28.9,24.3,87,9,100,100,20.5,245.9,1008.3,63.3,9.7,110.6,9.6,4,0.67,"Rain, Partially cloudy",1
1/8/2010,29.2,24,25.2,35,24,26.1,24.5,96.6,17,100,100,18,221.4,1008.7,84.5,8.5,173.2,15,6,0.7,"Rain, Partially cloudy",1
2/8/2010,32.2,24,26.8,38.2,24,28.6,24,86.1,2.2,100,41.67,24.1,222.1,1009,80.5,10.3,193.1,16.7,7,0.74,"Rain, Partially cloudy",1
3/8/2010,33.1,23,27,39.4,23,29.2,23.5,82.6,0,0,0,22.3,242.9,1008.2,52.2,9.5,182.2,15.7,6,0.75,Partially cloudy,2
4/8/2010,33,24,28.3,38.1,24,31.4,24,78.9,0,0,0,21.6,273.1,1007.3,46.4,9.8,170.5,14.6,6,0.8,Partially cloudy,2
5/8/2010,32,25,28.3,36.8,25,31.2,23.8,77.8,0,0,0,16.6,277.4,1007.2,53.2,10.5,150.7,13,5,0.84,Partially cloudy,2
6/8/2010,31.1,23,27.3,36.5,23,29.1,23.6,81.3,1.2,100,20.83,30.4,278.7,1007.3,63,9.4,118.8,10.1,4,0.87,"Rain, Partially cloudy",1
7/8/2010,32,23,26.3,36.8,23,27.8,23.6,86.4,10.2,100,100,18.4,256.9,1006,73.2,10,218.4,18.8,8,0.9,"Rain, Partially cloudy",1
8/8/2010,31,23.4,26.2,36.5,23.4,27.9,24.3,90.1,16.8,100,87.5,25.9,249,1005.1,79.3,9.9,150.4,13,5,0.94,"Rain, Partially cloudy",1
9/8/2010,32.2,24,26.6,38.4,24,28.3,24,86.9,2.9,100,70.83,37.1,225.1,1005.3,82.5,10.3,183.1,15.7,7,0.97,"Rain, Partially cloudy",1
10/8/2010,29,24,25.9,33.6,24,27.2,24.1,90.1,10.6,100,79.17,25.6,219.1,1006.7,87.6,9.7,183.3,15.9,7,0,"Rain, Partially cloudy",1
11/8/2010,31,24,25.7,39.1,24,26.9,24.7,94.1,4.5,100,66.67,17.3,177.2,1008.2,87.9,10,169,14.5,7,0.04,"Rain, Partially cloudy",1
12/8/2010,32.2,24,27.8,39.6,24,31.3,24.7,84.3,0.5,100,20.83,15.2,195,1008.5,67.8,9.2,169.5,14.7,6,0.07,"Rain, Partially cloudy",1
13/8/2010,32,25,27.5,37.9,25,30.4,25.3,88.6,6.1,100,100,15.8,228.9,1008.1,84.1,9,114.8,10,4,0.11,"Rain, Partially cloudy",1
14/8/2010,32.1,23,26.4,41,23,28.6,25.1,93.3,33.5,100,79.17,33.7,210.6,1008.6,63,9.2,125.8,11,4,0.14,"Rain, Partially cloudy",1
15/8/2010,33.1,23,27.6,39.6,23,31.2,24.4,83.8,0,0,0,16.6,142.9,1009.2,49.6,8.3,144.5,12.5,5,0.17,Partially cloudy,2
16/8/2010,33.2,25,28.5,40.3,25,32.4,24.9,82.1,1,100,41.67,14.8,199.5,1009.3,56.2,9.9,140.4,12.1,5,0.21,"Rain, Partially cloudy",1
17/8/2010,32.6,26,28.9,38.9,26,33.6,25.2,81.8,2.5,100,75,18.9,142.2,1007.7,57.6,9.8,141.4,12.1,5,0.25,"Rain, Partially cloudy",1
18/8/2010,32.8,24,27.8,37.3,24,30.3,24.2,82.3,0.3,100,12.5,14.4,80.5,1008.1,48.8,9.5,228.6,19.9,8,0.28,"Rain, Partially cloudy",1
19/8/2010,29.1,24,26.2,35.8,24,27.9,24.9,92.7,11.2,100,100,18.4,121.5,1008.4,67.6,9.1,170.6,14.7,6,0.31,"Rain, Partially cloudy",1
20/8/2010,30,23,25.3,36.2,23,26.8,24.5,95.6,31.6,100,100,22.3,280.1,1009.1,70,6.5,199.3,17.3,6,0.35,"Rain, Partially cloudy",1
21/8/2010,31,23,25.6,36.2,23,26.3,24.6,94.9,6.9,100,83.33,14.8,295.4,1008.5,67.2,7.7,157.5,13.5,6,0.38,"Rain, Partially cloudy",1
22/8/2010,32.1,24,26.5,39.8,24,28.7,24.7,90.4,3.9,100,91.67,27.7,229.9,1006.8,84.5,9.4,114.7,10.1,4,0.41,"Rain, Partially cloudy",1
23/8/2010,30,23,25,35.1,23,25.7,23.2,89.8,24.4,100,100,20.5,231.4,1006.1,86.7,8.6,149.7,12.9,5,0.45,"Rain, Partially cloudy",1
24/8/2010,31,24,26.4,36.5,24,27.9,23.7,86.4,5.1,100,62.5,20.5,194.6,1007.4,75.2,9.6,189.2,16.5,7,0.48,"Rain, Partially cloudy",1
25/8/2010,33,24,27.5,38.1,24,29.5,23.5,80.8,0.5,100,20.83,18.4,185.8,1009.6,51.1,8.3,189.7,16.5,7,0.5,"Rain, Partially cloudy",1
26/8/2010,32,24,27.1,40.6,24,29.2,24.6,87.5,13,100,100,29.5,242,1009.1,48.5,8.2,161.4,13.9,6,0.55,"Rain, Partially cloudy",1
27/8/2010,33.1,25,27.9,41.5,25,30.9,25,85.6,7,100,100,24.1,244.3,1007.9,63,8.6,120.2,10.3,4,0.58,"Rain, Partially cloudy",1
28/8/2010,32.2,23,26,40.8,23,28.2,24.6,92.5,32.7,100,100,28.2,259.3,1008,76.9,8.9,153.5,13.5,5,0.62,"Rain, Partially cloudy",1
29/8/2010,32,23,26.3,40.6,23,28.3,24.3,89.5,5.3,100,79.17,27.7,255.5,1008.8,73.4,8.6,150.7,12.9,6,0.65,"Rain, Partially cloudy",1
30/8/2010,32.1,24,26.8,39.3,24,28.9,24.3,87.7,0,0,0,24.5,264.8,1008.2,61,9.1,165,14.1,6,0.69,Partially cloudy,2
31/8/2010,32.1,23.9,27.4,40.6,23.9,30.7,24.8,86.8,0.7,100,29.17,24.1,255.8,1006.6,54.5,9.8,205.7,17.8,7,0.72,"Rain, Partially cloudy",1
1/9/2010,32.5,25,27.4,40.6,25,31,25.6,90.7,2,100,66.67,18.4,238.7,1006.4,58.9,9.6,148.4,12.9,6,0.75,"Rain, Partially cloudy",1
2/9/2010,32.2,26,28.1,39.2,26,31.9,25.1,84.5,3.9,100,87.5,22,209.3,1007.2,59.3,10.2,131.1,11.3,5,0.75,"Rain, Partially cloudy",1
3/9/2010,31.3,23,26.6,40,23,28.5,25.2,92.8,7.1,100,100,18.4,228.3,1007.7,72.2,9.5,170.1,14.8,6,0.82,"Rain, Partially cloudy",1
4/9/2010,31,23,26.2,37.7,23,28.2,24.1,89.2,2.9,100,70.83,27.7,233.4,1008.1,60.3,10,153.7,13.2,5,0.86,"Rain, Partially cloudy",1
5/9/2010,32.6,24,27.9,39.2,24,30.8,24.3,82.1,1,100,41.67,20.5,255.2,1008,55.6,10.1,203.2,17.7,7,0.89,"Rain, Partially cloudy",1
6/9/2010,31,24,27.2,39.1,24,30.7,24.9,87.9,3.9,100,66.67,20.5,216.6,1007.7,56.3,10.1,132.9,11.4,5,0.92,"Rain, Partially cloudy",1
7/9/2010,32,26,28,40.3,26,31.4,25.2,85.8,0.9,100,20.83,22.3,192.8,1007.3,54.1,10.3,169.3,14.7,6,0.96,"Rain, Partially cloudy",1
8/9/2010,31.1,25,28,40.6,25,31.7,25.2,85.8,3.8,100,75,25.9,164.8,1008.4,50.6,9.2,157.3,13.6,6,0,"Rain, Partially cloudy",1
9/9/2010,32.5,24,27.2,38.7,24,29.6,24.1,84.5,0.3,100,12.5,20,238.4,1009.3,64.4,9.6,193,16.6,7,0.03,"Rain, Partially cloudy",1
10/9/2010,33.1,24,27.5,39.4,24,30.4,24.3,84.5,0,0,0,25.9,206.5,1008.5,60.6,10.2,145.7,12.6,6,0.06,Partially cloudy,2
11/9/2010,32.1,23,27.5,40.6,23,31,24.3,84,2.8,100,20.83,14.8,300.8,1008.7,50.6,9.7,147,12.7,5,0.09,"Rain, Partially cloudy",1
12/9/2010,31.2,22,26.8,37,22,29,24.1,86.2,28.5,100,100,20.5,238.6,1009.5,72.1,9.7,156.3,13.5,6,0.13,"Rain, Partially cloudy",1
13/9/2010,32,23.1,26,37.9,23.1,27.5,24.1,90.3,3.9,100,100,22.3,69.3,1008.3,64.7,8.1,159.9,14,5,0.16,"Rain, Partially cloudy",1
14/9/2010,32,23,26.5,37.9,23,28.5,24.1,88.1,9,100,79.17,18.4,263.4,1008.4,65.9,7.1,199.6,17.3,6,0.19,"Rain, Partially cloudy",1
15/9/2010,32,23,26.6,37.9,23,28.9,23.6,85.3,3.3,100,20.83,16.6,229.4,1008.5,66.1,9.5,176.9,15.3,7,0.25,"Rain, Partially cloudy",1
16/9/2010,32,23,25.9,39.2,23,27.9,23.8,89.6,39.1,100,100,22.3,4.5,1007.7,69,8.8,120.8,10.4,5,0.26,"Rain, Partially cloudy",1
17/9/2010,30,23,25.9,35.1,23,27.7,24.5,92.9,9.2,100,100,13,106.8,1007.5,68.3,8.5,108.8,9.5,4,0.29,"Rain, Partially cloudy",1
18/9/2010,32,24,26.9,37.9,24,29.3,24.6,88.3,3.9,100,70.83,22.3,131.4,1007.9,54.2,10.1,167.9,14.5,6,0.33,"Rain, Partially cloudy",1
19/9/2010,33.2,24,27.4,39.6,24,30.8,24.9,87.3,2.7,100,37.5,16.6,175.3,1007.6,46.7,8,195.1,17,7,0.36,"Rain, Partially cloudy",1
20/9/2010,34,23.9,27.2,40.6,23.9,29.7,24.8,88.3,27.3,100,79.17,29.5,218.5,1007.5,53.3,9.7,166,14.3,6,0.39,"Rain, Partially cloudy",1
21/9/2010,33,24,28.1,39.2,24,31.5,24.8,83.9,5.6,100,95.83,20.5,209,1008,76.6,9.9,132.7,11.4,5,0.43,"Rain, Partially cloudy",1
22/9/2010,32.8,17.2,28,39.2,17.2,31.5,24.5,81.4,1.3,100,54.17,16.6,153,1008,53,10.2,173.6,14.9,6,0.46,"Rain, Partially cloudy",1
23/9/2010,34,24,28.6,38.3,24,32.1,24.1,79,0,0,0,16.6,99.3,1008.4,37.7,9.8,194.9,16.8,7,0.5,Partially cloudy,2
24/9/2010,33.7,24,27.6,41,24,31.1,25.3,88.5,1.4,100,58.33,24.1,121.9,1008.6,55.2,8,156.8,13.3,6,0.53,"Rain, Partially cloudy",1
25/9/2010,35,24,28.8,40.9,24,32.5,23.8,76.1,3,100,79.17,18.4,113.5,1009.1,57.2,10,114.1,9.9,4,0.56,"Rain, Partially cloudy",1
26/9/2010,34,24,26.7,40.7,24,29.1,24.8,90.7,3.4,100,75,22.3,92,1009.8,69.7,9.5,136.6,11.9,5,0.6,"Rain, Partially cloudy",1
27/9/2010,33,23,27.4,40.6,23,30.8,24.6,86.1,2.5,100,29.17,16.6,125.2,1009.4,53,8.6,172.5,14.8,6,0.63,"Rain, Partially cloudy",1
28/9/2010,34.7,23,27,41.9,23,29.4,24.1,85.9,22.5,100,100,11.2,3.2,1009.2,61.9,9.7,200.8,17.4,8,0.67,"Rain, Partially cloudy",1
29/9/2010,32.8,23,26.6,38.8,23,28.8,23.7,85.7,3.9,100,100,16.6,210.1,1008.2,60.6,8.5,143.7,12.4,5,0.7,"Rain, Partially cloudy",1
30/9/2010,31.2,23.9,26.8,37.7,23.9,29,24.2,87,4.1,100,100,16.6,326.4,1006.6,71.7,8.8,280.6,24.4,9,0.74,"Rain, Partially cloudy",1
1/10/2010,31.2,24,26.4,36.5,24,28.4,24.5,90,11.3,100,100,13,228.8,1005.4,68.3,8.4,191.1,16.4,7,0.75,"Rain, Partially cloudy",1
2/10/2010,27.1,24,25.2,31.5,24,25.5,24.4,95.3,2.2,100,87.5,18.4,207.9,1004.9,84.9,7.9,131.2,11.3,5,0.81,"Rain, Partially cloudy",1
3/10/2010,31.1,23,26.3,39.1,23,28.5,24.8,92.2,16.1,100,100,24.9,208.2,1005.7,67.2,7.7,188.6,16.3,7,0.84,"Rain, Partially cloudy",1
4/10/2010,32.2,23,26.5,40.6,23,28.6,24.9,92.1,56.9,100,100,22.3,183.6,1006.9,76.2,8.7,129.8,11,4,0.88,"Rain, Partially cloudy",1
5/10/2010,31.1,23,25.7,39.3,23,27.5,24.6,94.2,31.2,100,79.17,16.6,131.2,1008.2,77.5,9.1,170.2,14.7,6,0.91,"Rain, Partially cloudy",1
6/10/2010,32.3,24,27.3,39.2,24,30.3,24.3,85,0,0,0,13,13.2,1008.6,66.7,9.2,210.4,18,7,0.95,Partially cloudy,2
7/10/2010,32.1,24,27.8,40.6,24,31.2,24.9,85.6,3.9,100,100,16.6,304.4,1009.1,67.2,10,126,11,5,0.98,"Rain, Partially cloudy",1
8/10/2010,33.1,24,27.8,40.7,24,31.6,24.6,83.8,4.9,100,95.83,13,288.4,1008.3,70.2,10.3,137.4,11.9,5,0,"Rain, Partially cloudy",1
9/10/2010,31,24,26.5,39.1,24,28.9,24.8,90.8,26.4,100,100,16.6,197.3,1007.1,73.8,9.2,128.2,11.1,5,0.05,"Rain, Partially cloudy",1
10/10/2010,31,23,25.8,40.6,23,28.2,24.8,94.3,61.7,100,100,24.1,244.2,1006.6,76.8,8,67.5,5.7,3,0.08,"Rain, Partially cloudy",1
11/10/2010,26.7,23,24.1,26.7,23,24.1,24,99.4,23.7,100,100,18.4,251.6,1007.2,85.5,8.6,73.8,6.4,3,0.11,"Rain, Partially cloudy",1
12/10/2010,29.1,23,25.8,34.7,23,27,24.5,93.2,6.3,100,100,13,273,1007.6,72.1,9.6,124.4,10.6,4,0.14,"Rain, Partially cloudy",1
13/10/2010,30.4,23,25.9,36.9,23,27.5,24.2,91.2,22.5,100,100,16.6,264,1006.9,85.9,9,117.9,10.3,4,0.18,"Rain, Partially cloudy",1
14/10/2010,29.1,23,25.3,34.7,23,27,23.9,92.7,13.6,100,100,18.9,276.3,1006,84.3,9.1,117.2,10.2,4,0.21,"Rain, Partially cloudy",1
15/10/2010,29,23,26.3,33.6,23,27.9,23.8,86.8,13.8,100,91.67,27.3,227,1005.6,76.9,9.2,147,12.5,6,0.25,"Rain, Partially cloudy",1
16/10/2010,32,24,27.7,36.8,24,30.2,23.3,78,1.6,100,66.67,20.5,214.1,1006.3,54.1,10.3,167.1,14.4,6,0.28,"Rain, Partially cloudy",1
17/10/2010,32.1,24,26.8,38,24,28.5,23.9,84.8,6.7,100,70.83,16.6,188.7,1007.7,71,10.1,159.9,14,6,0.31,"Rain, Partially cloudy",1
18/10/2010,32.2,23,26.7,38.6,23,28.6,23.5,84.1,0.5,100,20.83,20.5,240.9,1008.6,50.2,9.1,131.7,11.3,4,0.34,"Rain, Partially cloudy",1
19/10/2010,28.1,23,25.8,33.5,23,27.3,24.3,91.8,1.7,100,45.83,11.2,289.2,1008.5,77.8,8.7,123.4,10.7,5,0.37,"Rain, Partially cloudy",1
20/10/2010,31.8,23,26.2,38.3,23,27.8,24.2,90,5.5,100,91.67,18.4,302.7,1007.6,79.5,8.9,68.5,6,2,0.41,"Rain, Partially cloudy",1
21/10/2010,32,23.1,26.7,39.2,23.1,29.3,24.4,88.1,32.7,100,100,33.5,282.3,1005.7,70.5,9.4,111.8,9.8,4,0.44,"Rain, Partially cloudy",1
22/10/2010,29.1,23.1,25.9,32.7,23.1,27.1,23.4,86.9,9.6,100,79.17,13,271.5,1006.6,79,9.6,115.9,10,4,0.47,"Rain, Partially cloudy",1
23/10/2010,32,23,27.5,36.8,23,29.6,23.2,79.4,1.1,100,45.83,13,291.9,1006.9,41.1,8.4,151.5,13,5,0.5,"Rain, Partially cloudy",1
24/10/2010,32,24,27.6,38.2,24,30.7,24.8,85.6,5.9,100,79.17,16.2,145.9,1006.8,50.7,8.3,108.2,9.3,4,0.54,"Rain, Partially cloudy",1
25/10/2010,31,24,27.2,37.7,24,30.3,25,88.2,0.5,100,16.67,15.5,123.9,1007.7,62.1,8.7,154.3,13.3,5,0.58,"Rain, Partially cloudy",1
26/10/2010,32.1,25.1,27.7,37,25.1,29.8,24.1,82.4,2.7,100,70.83,14.8,104.5,1008.8,66.4,8.3,232.9,20.2,8,0.61,"Rain, Partially cloudy",1
27/10/2010,32.2,24,27,37.2,24,29,23.7,84.3,2.6,100,79.17,18.4,314,1008.9,64.5,8,246.5,21.6,9,0.65,"Rain, Partially cloudy",1
28/10/2010,28.6,23,25.6,33.1,23,26.6,23.5,88.8,7,100,79.17,15.8,352.8,1009.3,79.8,9.5,90.5,7.7,3,0.68,"Rain, Partially cloudy",1
29/10/2010,29,22.1,25.3,32.6,22.1,26.2,21.3,78.7,0.7,100,29.17,18.4,352.8,1008.9,66.7,10.3,211.8,18.3,8,0.72,"Rain, Partially cloudy",1
30/10/2010,24.1,21,22.4,24.1,21,22.4,21,92,9.8,100,83.33,24.1,348.7,1009.6,79.8,9.4,99,8.6,4,0.75,"Rain, Partially cloudy",1
31/10/2010,26.1,21,23.3,26.1,21,23.3,21.7,90.8,11.6,100,100,16.6,345.7,1008.9,83.5,9.9,89.3,7.7,3,0.79,"Rain, Partially cloudy",1
1/11/2010,28.1,22,24.3,31.4,22,24.8,22.7,91.1,10.8,100,100,11.2,51.9,1007.2,89.3,9.7,100.7,8.6,4,0.82,"Rain, Partially cloudy",1
2/11/2010,31.2,22,25.4,36.7,22,26.7,23.4,90.3,26.5,100,100,16.6,93,1007.4,66.9,8.3,107,9.2,3,0.86,"Rain, Partially cloudy",1
3/11/2010,31.4,23,26.3,37.4,23,27.9,22.8,82.3,1.4,100,58.33,17.3,347.7,1008.4,70,8.8,92.8,8,3,0.89,"Rain, Partially cloudy",1
4/11/2010,29.1,22,25,32.9,22,26.1,21.9,83.2,0.6,100,25,18.2,329.9,1008.9,65.2,10.3,241.9,21,9,0.93,"Rain, Partially cloudy",1
5/11/2010,31.2,21,25.2,36.5,21,26.5,22.7,87.4,2,100,58.33,16.6,356.1,1008.7,51,9.7,171.2,15,7,0.96,"Rain, Partially cloudy",1
6/11/2010,32,22,25.3,37.9,22,26.5,23.3,90,4.3,100,100,13,337.9,1008.7,66.1,9.4,80.9,7,3,0,"Rain, Partially cloudy",1
7/11/2010,31.1,23,25.7,36.7,23,27.2,24.1,91.8,8.2,100,100,13,346,1008.9,74.5,6.6,92.7,8,3,0.03,"Rain, Partially cloudy",1
8/11/2010,29.1,23.9,25.5,34.5,23.9,26.5,24.3,93.6,6.6,100,79.17,18.4,24.5,1009.2,83.4,9.1,73.2,6.3,3,0.06,"Rain, Partially cloudy",1
9/11/2010,31.2,23,26.1,37,23,27.7,23.3,85.2,11.1,100,41.67,11.9,8.1,1010,58.6,9.6,115.9,9.8,4,0.1,"Rain, Partially cloudy",1
10/11/2010,32,23,26.2,36.8,23,27.7,23.2,85.8,21.8,100,100,13,348.1,1010.5,74.6,9.7,65.8,5.6,2,0.13,"Rain, Partially cloudy",1
