name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hồ Chí Minh, Việt Nam",2017-12-02T13:00:00,32,37.9,24,62.82,0,0,,0,0,36,7.6,50,1007.2,86.1,10.9,319.1,1.1,3,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-02T14:00:00,30,37.4,26,79.19,0.5,100,rain,0,0,37.1,14.8,110,1006,50,10,498.2,1.8,5,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-02T15:00:00,31,37.7,25,70.47,4.3,100,rain,0,0,32,5.4,102.5,1006,66.3,10,216.7,0.8,2,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-02T16:00:00,30.9,37.6,25,70.77,0,0,,0,0,28.1,5.4,70,1006.1,67.6,10.9,190.7,0.7,2,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-02T17:00:00,31,36.5,24,66.38,0,0,,0,0,11.5,9.4,50,1006,66.3,8,54.4,0.2,1,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-02T18:00:00,29,35.6,26,83.9,0,0,,0,0,6.8,9.4,60,1007,66.3,8,5.8,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-02T19:00:00,29.9,35.8,24.8,74.32,0,0,,0,0,6.1,7.6,40,1008.2,67.6,9.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-02T20:00:00,28,32.7,25,83.79,0,0,,0,0,6.8,7.6,50,1009,66.3,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-02T21:00:00,28,32.7,25,83.79,0,0,,0,0,6.5,7.6,50,1009,66.3,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-02T22:00:00,27,30.6,25,88.69,0,0,,0,0,5.4,3.6,263.3,1009.2,64.8,9.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-02T23:00:00,27,30.1,24,83.68,0,0,,0,0,6.5,1.8,253.5,1009,66.3,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T00:00:00,27,30.6,25,88.84,0,0,,0,0,7.6,3.6,265,1009,66.3,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T01:00:00,26,26,25,94.13,0,0,,0,0,6.8,3.6,350,1008.2,62.9,9.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T02:00:00,26,26,25,94.23,0,0,,0,0,9.4,3.6,285.2,1008,66.3,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T03:00:00,25,25,25,100,0.3,100,rain,0,0,15.1,5.4,270,1007,66.3,8,0,0,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T04:00:00,25.1,25.1,25,99.44,0,0,,0,0,24.8,1.8,330,1007.2,63.8,9.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T05:00:00,25,25,24,94.19,1.4,100,rain,0,0,27,5.4,320,1008,66.3,8,0,0,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T06:00:00,25,25,25,100,0.8,100,rain,0,0,23,1.8,313.6,1008,35.2,8,0,0,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T07:00:00,26,26,24.9,93.71,0,0,,,0,11.9,3.6,317.1,1009.1,39.4,9.1,35.3,0.1,0,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T08:00:00,27,30.6,25,88.84,0,0,,,0,12.2,1.8,317.5,1010,51.5,8,157.2,0.6,2,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T09:00:00,29,34.5,25,79.06,0,0,,,0,12.6,3.6,316.6,1010,51.5,8,307.3,1.1,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T10:00:00,29.9,36.1,25,75.03,0,0,,,0,19.1,7.6,350,1010.3,55.1,9.1,498.5,1.8,5,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T11:00:00,31,37.7,25,70.47,0.1,100,rain,,0,37.4,9.4,20,1010,51.5,10,624.9,2.2,6,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T12:00:00,32,37.9,24,62.71,0.1,100,rain,0,0,37.8,7.6,9.5,1008,50,10,656.9,2.4,7,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T13:00:00,32.8,37,22.2,53.53,0,0,,0,0,37.4,9.2,86,1007.2,88.9,10.9,708.2,2.5,7,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T14:00:00,33,37,22,52.51,0.6,100,rain,0,0,32.4,9.4,130,1006,88.8,10,407.8,1.5,4,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T15:00:00,33,39.2,24,59.27,4.2,100,rain,0,0,34.2,11.2,130,1006,50,10,206.3,0.7,2,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T16:00:00,31.9,39,25,67,0,0,,0,0,24.8,10.8,122,1006.2,52.8,10.9,146.5,0.5,1,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T17:00:00,31,37.7,25,70.47,0.7,100,rain,0,0,27.7,11.2,130,1006,50,10,27.8,0.1,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T18:00:00,30,37.4,26,79.19,0.5,100,rain,0,0,12.2,11.2,150,1007,50,10,1.7,0,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T19:00:00,29,35.5,25.9,83.85,0,0,,0,0,8.6,10.5,133,1008.1,52.8,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T20:00:00,28,34.5,27,94.32,0.1,100,rain,0,0,6.8,7.6,60,1009,66.3,10,0,0,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T21:00:00,27,31.2,26,94.27,0,0,,0,0,7.2,7.6,20,1009,66.3,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T22:00:00,26.1,26.1,25.9,99.12,0,0,,0,0,6.8,3.6,50,1009.1,55.1,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-03T23:00:00,26,26,25,94.23,0,0,,0,0,5.8,5.4,344.6,1009,51.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T00:00:00,26,26,25,94.23,0,0,,0,0,5,0,0,1009,51.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T01:00:00,26,26,25,94.13,0,0,,0,0,5,3.3,360,1008.2,54.1,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T02:00:00,25,25,25,100,0,0,,0,0,5,1.8,358.3,1008,35.2,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T03:00:00,26,26,25,94.23,0,0,,0,0,6.5,1.8,11,1007,35.2,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T04:00:00,25.1,25.1,25,99.5,0,0,,0,0,7.9,3.3,27,1007.2,39.4,9.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T05:00:00,25,25,25,100,0,0,,0,0,8.3,3.6,350,1007,35.2,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T06:00:00,25,25,24,94.19,0,0,,0,0,8.3,0,0,1008,35.2,4,0,0,0,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T07:00:00,26,26,25,94.23,0,0,,,0,10.8,3.3,360,1008.2,30.1,8.2,39.1,0.1,0,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T08:00:00,28,33.5,26,88.91,0,0,,,0,12.6,5.4,1.8,1009,35.2,8,124.6,0.4,1,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T09:00:00,28,33.5,26,88.91,0,0,,,0,20.2,9.4,360,1009,35.2,8,180.7,0.7,2,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T10:00:00,30.1,37.1,25.7,77.55,0,0,,,0,20.5,9.2,19,1009.3,50.9,8.2,324.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T11:00:00,30,37.4,26,79.19,0,0,,,0,38.5,9.4,30,1009,50,8,485.9,1.7,5,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T12:00:00,30,36.2,25,74.63,0,0,,0,0,41.8,13,50,1008,66.3,8,553.5,2,6,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T13:00:00,31.9,39,25,66.75,0,0,,0,0,41,7.5,50,1007.1,52.8,10.9,610.9,2.2,6,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T14:00:00,27,31.2,26,94.27,0,0,,0,0,34.9,9.4,170,1006,66.3,8,480.8,1.7,5,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T15:00:00,28,33.5,26,88.91,0,0,,0,0,33.5,11.2,220,1005,66.3,7,257.1,0.9,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T16:00:00,27,31.1,25.9,93.49,0,0,,0,0,23.4,10.5,175,1006.1,54.7,6.4,93.9,0.3,1,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T17:00:00,25,25,25,100,0,0,,0,0,16.9,3.6,58.9,1007,66.3,8,49,0.2,0,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T18:00:00,26,26,26,100,0,0,,0,0,12.6,7.6,30,1007,66.3,8,6.2,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T19:00:00,25.2,25.2,25.1,99.22,5,100,rain,0,0,7.6,6.9,360,1008.1,68.5,9.1,0,0,0,,"Rain, Partially cloudy",rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T20:00:00,25,25,25,100,0,0,,0,0,8.3,3.6,354.2,1008,66.3,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T21:00:00,26,26,25,94.23,0,0,,0,0,7.2,5.4,335.4,1009,66.3,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T22:00:00,25.1,25.1,25,99.17,0,0,,0,0,6.5,3.3,360,1009.2,55.1,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-04T23:00:00,26,26,25,94.23,0,0,,0,0,6.1,3.6,331.9,1009,51.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T00:00:00,25,25,25,100,0,0,,0,0,6.8,3.6,328.1,1009,51.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T01:00:00,25.1,25.1,25,99.55,0,0,,0,0,8.3,3.3,306,1008.2,54.1,9.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T02:00:00,25,25,25,100,0,0,,0,0,7.6,0,0,1008,35.2,7,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T03:00:00,25,25,24,94.19,0,0,,0,0,5.4,0,0,1008,35.2,7,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T04:00:00,25,25,24.1,94.46,0,0,,0,0,5,0,360,1008.2,39.4,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T05:00:00,25,25,24,94.19,0,0,,0,0,5.8,3.6,320,1008,35.2,6,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T06:00:00,25,25,24,94.19,0,0,,0,0,7.9,1.8,321,1009,35.2,5,0,0,0,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T07:00:00,25.9,25.9,24.9,94.44,0,0,,,0,11.5,1.6,360,1009.2,37.5,6.4,40,0.1,0,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T08:00:00,27,30.6,25,88.84,0,0,,,0,15.8,3.6,354.3,1010,27,6,182.3,0.7,2,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T09:00:00,29,35.6,26,83.9,0,0,,,0,19.1,5.4,9.5,1010,27,8,382.6,1.4,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T10:00:00,29.9,36,24.9,74.7,0,0,,,0,21.2,3.3,360,1011.1,53.7,9.1,466.8,1.7,5,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T11:00:00,31,37.7,25,70.47,0,0,,,0,23,3.6,20.3,1010,50,8,660,2.4,7,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T12:00:00,31,37.7,25,70.47,0,0,,0,0,34.9,3.6,29.3,1010,88.8,8,631.2,2.3,6,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T13:00:00,31.1,38.9,25.8,73.56,0,0,,0,0,30.6,1.6,360,1008.3,88,8.2,655.5,2.4,7,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T14:00:00,28,34.5,27,94.32,0,0,,0,0,24.8,9.4,250,1008,50,8,407.8,1.5,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T15:00:00,29,35.6,26,83.9,0,0,,0,0,22,7.6,270,1007,50,10,251.7,0.9,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T16:00:00,28.8,35,25.8,84.2,0,0,,0,0,22.3,7.5,216,1007.3,68.5,10.9,129.7,0.5,1,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T17:00:00,28,32.7,25,83.79,0,0,,0,0,17.6,9.4,180,1007,66.3,10,74.7,0.3,1,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T18:00:00,28,32.7,25,83.79,0,0,,0,0,8.6,5.4,203.4,1008,66.3,10,6.9,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T19:00:00,27,30.6,25,88.64,0.1,100,rain,0,0,7.9,0,360,1008.1,67.6,10.9,0,0,0,,"Rain, Partially cloudy",rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T20:00:00,27,31.2,26,94.27,0,0,,0,0,7.9,5.4,184.6,1009,66.3,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T21:00:00,27,31.2,26,94.27,0,0,,0,0,6.5,1.8,163.9,1009,66.3,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T22:00:00,26.9,31,25.8,93.49,0,0,,0,0,6.5,1.6,360,1009.2,55.1,9.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-05T23:00:00,26,26,25,94.23,0,0,,0,0,5.4,9.4,60,1009,51.5,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2017-12-06T00:00:00,26,26,25,94.23,0,0,,0,0,9.4,3.6,328.5,1008,51.5,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
