name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hồ Chí Minh, Việt Nam",2015-12-03T16:00:00,32.6,36.6,22.1,54.22,0,0,,0,0,20.5,14.7,173,1009.1,48.1,10.9,325.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-03T17:00:00,31.6,35.3,22,56.86,1.4,100,rain,0,0,18.4,15.5,156,1009,41.9,10,95.3,0.3,1,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-03T18:00:00,30.6,34,22,60.2,0.1,100,rain,0,0,12.2,13.7,132,1010,27,10,8,0,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-03T19:00:00,29.5,32.1,21.2,61.13,0,0,,0,0,37.1,14.4,124,1010.2,25.4,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-03T20:00:00,29,32,22,65.97,0,0,,0,0,13,12.2,110,1011,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-03T21:00:00,29,32,22,65.97,0,0,,0,0,13.3,11.9,106,1011,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-03T22:00:00,28,30.7,22.1,70.56,0,0,,0,0,13,13.4,87,1010.3,25.4,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-03T23:00:00,28,30.6,22,69.92,0,0,,0,0,11.2,12.6,90,1011,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T00:00:00,27,29,21.4,71.5,0,0,,0,0,11.9,11.2,78,1011,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T01:00:00,26.6,26.6,21.8,75.18,0,0,,0,0,13.7,9.1,54,1010.3,25.4,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T02:00:00,26,26,21,73.97,0,0,,0,0,13.7,5.9,44,1010,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T03:00:00,26,26,21.4,75.84,0,0,,0,0,12.6,2.5,10,1010,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T04:00:00,25.4,25.4,21.6,79.68,0,0,,0,0,11.5,3.6,41,1011.1,24.5,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T05:00:00,25,25,22,83.45,0,0,,0,0,9.4,2.5,48.1,1011,27,9.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T06:00:00,25,25,22,83.45,0,0,,0,0,7.9,6.7,360,1012,35.2,8,0,0,0,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T07:00:00,26.4,26.4,23,81.9,0,0,,,0,9.7,2.9,66.2,1013.1,48.1,8.8,68.1,0.2,1,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T08:00:00,28.4,32.6,24,77.07,0,0,,,0,11.9,4.7,68.4,1014,27,6,269.8,1,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T09:00:00,30,34.3,23.2,66.92,0,0,,,0,16.2,3.6,80,1014,35.2,10,437.5,1.6,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T10:00:00,31.3,35,22.1,58.2,0,0,,,0,35.3,8.2,160,1013.3,50,10.9,630.9,2.3,6,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T11:00:00,32,34.9,21,52.26,0,0,,,0,36.7,8.3,81.9,1012,50,10,713.8,2.6,7,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T12:00:00,32.4,35.7,21.4,52.37,0,0,,0,0,38.5,11.2,82,1011,88.8,10,753.8,2.7,8,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T13:00:00,33.3,36.6,21.1,49.01,0,0,,0,0,38.9,18.1,105,1009.5,71.3,10.9,791.5,2.8,8,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T14:00:00,33.4,35.8,20,45.39,0,0,,0,0,34.9,19.6,90,1009,50,10,658.3,2.4,7,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T15:00:00,33,35.3,20,46.44,0,0,,0,0,34.9,15.8,64,1009,50,10,543.8,2,5,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T16:00:00,32.6,35.1,20.4,48.72,0,0,,0,0,31.7,11.5,88,1009.1,48.1,10.9,346,1.2,3,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T17:00:00,31.6,34.8,21.4,54.84,0,0,,0,0,23.8,15.8,120,1009,41.9,10,150.8,0.5,2,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T18:00:00,30.6,33.7,21.6,58.72,0,0,,0,0,11.9,15.5,110,1010,27,10,9.4,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T19:00:00,29.9,31.7,19.9,55.06,0,0,,0,0,13,13.1,110,1010.2,25.4,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T20:00:00,29,31,20.4,59.83,0,0,,0,0,14,12.2,110,1011,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T21:00:00,28,30.1,21,65.77,0,0,,0,0,13.7,10.4,110,1011,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T22:00:00,27.5,30,22.2,72.82,0,0,,0,0,14.4,11.1,122,1011.2,25.4,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-04T23:00:00,27,29.2,22,74.14,0,0,,0,0,14.8,7.6,116,1011,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T00:00:00,26.6,26.6,21.6,74.07,0,0,,0,0,14.4,7.7,110,1011,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T01:00:00,25.7,25.7,22.1,80.66,0,0,,0,0,13.7,7.3,80,1010.3,24.5,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T02:00:00,25,25,21.6,81.4,0,0,,0,0,10.8,5.9,48,1009,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T03:00:00,24.6,24.6,21,80.43,0,0,,0,0,10.1,5.4,36,1010,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T04:00:00,24.1,24.1,21.1,83.26,0,0,,0,0,9.7,1.6,26,1010.1,24.5,10.6,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T05:00:00,24,24,21,83.34,0,0,,0,0,9,2.9,340,1010,27,6.8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T06:00:00,24.4,24.4,21.4,83.38,0,0,,0,0,9.4,4.1,360,1011,14.8,4.6,0,0,0,,Clear,clear-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T07:00:00,25.9,25.9,23,83.94,0,0,,,0,13.3,6,12,1012.1,25.4,7.3,71.3,0.3,1,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T08:00:00,27.4,30.3,23,76.92,0,0,,,0,16.2,6.7,20,1013,25,8,276.3,1,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T09:00:00,29.4,33.3,23,68.48,0,0,,,0,18.7,7.6,20,1013,18.7,10,491.3,1.8,5,,Clear,clear-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T10:00:00,30.4,34.6,22.9,64.32,0,0,,,0,24.5,9.8,18,1012.3,10,11.5,655.4,2.4,7,,Clear,clear-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T11:00:00,32,36.3,22.6,57.6,0.2,100,rain,,0,28.8,7.6,10,1012,30,10,748.5,2.7,7,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T12:00:00,32,35.4,21.6,54.2,0,0,,0,0,30.6,9.4,4,1010,51.5,10,691.1,2.5,7,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T13:00:00,32.4,36.3,22,54.15,0,0,,0,0,27.7,7.8,27,1009.4,85.2,10.9,727,2.6,7,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T14:00:00,32.6,36.5,22,53.73,0,0,,0,0,23.8,6.7,70,1009,88.8,10,585.2,2.1,6,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T15:00:00,32.6,36.1,21.6,52.41,0,0,,0,0,22.3,9.7,30,1009,50,10,526.3,1.9,5,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T16:00:00,31.9,35,21.3,53.51,0,0,,0,0,20.5,3.9,160,1009.2,53.7,10.9,335,1.2,3,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T17:00:00,31.2,33.9,21,54.74,2.1,100,rain,0,0,19.8,3.6,76.3,1010,50,10,139.8,0.5,1,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T18:00:00,28,30.9,22.4,71.68,0.5,100,rain,0,0,16.9,10.1,238,1011,50,8.8,8,0,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T19:00:00,28,31.4,23.1,74.6,0,0,,0,0,9.7,7.2,232,1012,48.1,9.3,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T20:00:00,28,31.5,23.4,76.15,0,0,,0,0,7.9,5.4,270,1012,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T21:00:00,28.4,31.6,22.6,70.79,0,0,,0,0,7.2,4.9,130,1012,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T22:00:00,28,30.7,22.2,71.08,0,0,,0,0,7.2,7.5,118,1012.3,46.3,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-05T23:00:00,28,30.6,22,69.92,0,0,,0,0,7.6,7.6,136,1012,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2015-12-06T00:00:00,28,30.6,22,69.92,0,0,,0,0,7.6,6.7,130,1012,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
