name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hồ Chí Minh, Việt Nam",2021-01-01T00:00:00,24,24,16,60.93,0,0,,0,0,16.6,12.2,30,1012,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2021-01-01T01:00:00,23.6,23.6,16,62.12,0,0,,0,0,14.8,8.9,36,1010.9,54.7,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2021-01-01T02:00:00,23,23,16.1,64.99,0,0,,0,0,12.2,9.8,18,1012.5,68.5,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2021-01-01T03:00:00,23,23,16,64.72,0,0,,0,0,13.7,7.6,10,1011,66.3,8.8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2021-01-01T04:00:00,23.4,23.4,16,63.15,0,0,,0,0,14.8,8.2,8,1011.3,68.5,10.4,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2021-01-01T05:00:00,24.3,24.3,16.1,60.39,0,0,,0,0,15.1,9.8,36,1013.8,53.7,10.4,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2021-01-01T06:00:00,25,25,16,57.27,0,0,,0,0,15.1,10.1,34,1012,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2021-01-01T07:00:00,23,23,16.1,64.99,0,0,,,0,14.8,10.8,18,1012.1,88.9,10.9,22.5,0.1,0,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2021-01-01T08:00:00,23,23,16,64.72,0,0,,,0,18,7.6,10,1013,88.8,10,127.8,0.5,1,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",2021-01-01T09:00:00,24,24,16,60.93,0,0,,,0,22.7,7.6,10,1013,88.8,10,297.2,1.1,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
